transaction_amount,transaction_time,location,device_type,transaction_type,transaction_frequency,past_fraud,fraudulent
24.22,16,3,2,3,15,0,0
37.56,21,5,2,4,6,0,0
79.03,17,4,0,1,15,1,1
10.58,2,5,3,3,7,0,1
60.99,20,0,0,0,46,0,0
26.45,15,7,2,3,27,0,0
50.08,18,1,3,1,10,0,0
24.19,5,4,0,2,32,0,0
73.42,22,4,1,2,21,0,0
25.12,5,4,2,2,44,0,0
4.55,17,6,0,1,37,0,0
85.79,8,0,3,4,38,1,0
7.79,17,2,1,1,36,0,0
70.32,5,5,0,3,14,0,0
18.35,8,4,0,4,42,1,0
65.11,17,5,2,2,39,0,0
62.48,15,6,0,1,41,0,0
30.88,23,2,1,0,48,0,0
33.4,22,3,0,2,14,0,0
30.65,12,0,2,0,2,0,0
2.68,10,5,1,4,24,0,0
22.61,7,1,1,2,10,0,0
6.58,23,1,2,1,42,0,1
23.84,16,3,3,0,6,0,0
6.4,8,4,1,1,3,0,0
6.14,5,6,3,2,34,0,0
99.98,0,6,1,1,26,0,0
58.52,0,0,1,2,10,0,1
20.0,12,5,2,3,38,0,0
24.16,6,4,0,1,21,0,0
15.68,9,4,1,3,25,0,0
35.51,17,0,0,0,2,0,0
10.22,5,5,1,1,36,0,0
54.26,12,5,3,1,1,0,0
15.59,4,4,0,0,44,0,1
13.2,20,3,3,1,42,1,0
20.53,14,3,0,2,36,0,0
11.12,11,4,0,3,44,0,1
27.9,21,5,3,4,24,0,0
11.74,10,6,2,2,10,0,0
32.09,7,2,3,4,35,0,0
67.76,4,5,2,0,22,0,1
9.78,7,6,2,0,46,0,1
17.63,4,6,0,1,47,0,0
31.86,9,1,3,2,34,0,0
12.99,14,0,1,4,32,0,0
31.95,5,2,1,3,16,0,0
35.0,23,5,3,2,30,0,1
59.34,17,7,1,0,36,0,0
10.96,22,2,2,2,31,0,0
7.82,2,5,3,3,30,0,0
14.77,8,4,2,2,5,0,0
7.63,9,7,0,1,24,0,0
35.32,6,0,3,3,46,0,1
6.29,18,2,1,4,36,0,0
207.06,23,2,1,0,27,0,0
73.4,1,6,2,2,14,0,0
20.34,7,7,0,3,37,0,0
47.82,6,2,1,1,13,0,0
3.91,4,2,1,1,20,0,0
250.48,3,0,0,4,28,0,1
11.13,10,4,2,0,6,0,0
17.81,9,7,2,1,9,0,0
3.14,0,4,0,0,22,0,1
32.66,3,5,0,3,23,0,1
6.64,21,6,2,2,8,0,0
22.23,5,2,3,4,1,0,0
11.65,17,6,2,1,7,0,0
6.84,12,4,3,2,12,0,0
8.99,12,6,3,1,39,0,0
25.17,0,3,3,4,17,0,0
5.58,3,5,2,1,16,0,1
9.5,3,4,0,4,4,0,0
38.99,17,3,3,2,37,0,0
271.1,23,6,0,3,9,0,0
32.38,17,0,0,4,9,0,0
8.03,17,0,1,3,27,0,0
13.91,14,2,0,0,12,0,0
20.73,17,4,2,2,34,0,0
14.16,14,7,2,4,23,1,0
49.55,16,5,3,2,35,0,0
24.96,4,1,2,3,40,0,0
49.79,10,5,3,3,9,0,0
14.67,15,3,2,2,43,0,0
75.6,19,7,3,2,13,0,0
17.01,1,5,2,3,46,0,1
7.61,16,2,2,2,43,0,1
177.21,0,5,3,3,2,0,0
3.24,17,1,0,0,47,0,1
9.6,16,0,1,3,2,0,0
10.73,17,7,2,1,29,0,0
246.73,18,4,0,3,45,0,1
122.35,4,3,1,0,22,0,1
89.47,12,3,1,3,43,0,0
14.43,23,4,2,2,21,0,0
227.28,22,6,0,0,47,0,0
29.03,5,7,2,4,6,0,1
53.37,12,3,3,3,47,0,0
24.04,17,1,3,2,28,1,1
19.12,3,1,1,4,16,0,0
15.61,8,0,3,4,1,0,0
16.29,22,4,0,4,23,0,1
36.91,2,3,3,1,8,0,0
29.0,21,0,3,2,8,0,0
19.46,23,5,0,1,42,0,1
90.88,23,1,0,2,1,0,0
1.03,7,3,3,2,11,0,0
33.44,12,3,0,0,8,0,0
41.17,23,5,2,4,47,0,1
63.24,21,0,3,3,31,0,0
18.82,10,7,1,0,46,0,1
24.73,9,3,0,3,36,0,0
53.84,10,2,0,4,8,0,0
89.23,2,6,2,2,24,0,0
14.87,13,1,2,0,27,0,1
26.23,13,5,1,1,29,0,0
107.62,18,5,2,2,44,0,0
2.4,3,6,2,1,18,0,0
10.07,0,2,1,2,9,0,1
86.99,1,4,3,2,36,0,0
59.89,5,6,2,4,38,0,1
33.87,12,4,3,0,14,0,0
12.83,13,3,1,3,13,0,0
8.32,0,7,2,4,40,0,0
11.12,7,0,0,3,24,0,0
94.44,17,5,3,2,39,0,0
10.71,13,0,1,1,14,0,0
22.23,1,0,0,3,8,0,1
9.45,23,0,2,1,12,0,0
46.65,11,7,2,3,31,0,0
11.72,23,0,3,1,34,0,0
18.22,0,3,2,4,36,0,0
3.73,20,7,0,3,21,0,0
4.0,14,5,3,4,4,1,0
20.24,10,0,3,4,11,0,0
5.34,17,5,2,1,42,1,1
164.86,16,7,1,3,37,0,1
2.56,2,0,0,3,41,0,1
9.02,14,3,2,0,7,0,0
20.42,12,6,1,1,12,0,0
13.94,2,0,3,3,5,0,1
6.66,12,1,3,2,3,0,0
7.71,8,4,2,0,32,0,0
7.46,9,1,0,3,40,0,0
15.08,0,6,2,1,35,0,1
141.45,1,2,2,2,36,0,0
21.71,13,7,3,3,12,0,0
65.56,4,6,0,4,30,0,0
33.35,21,6,2,4,33,0,0
61.18,9,6,1,2,40,0,1
1.22,18,1,1,2,41,0,1
14.81,7,4,0,2,3,0,0
74.23,12,5,3,2,26,0,0
11.34,8,4,3,1,38,0,0
117.04,17,2,0,4,41,0,1
88.58,3,7,2,3,34,0,1
12.56,7,2,2,3,3,0,0
12.14,4,4,1,4,14,0,0
7.29,5,2,1,3,45,0,0
10.7,19,3,0,4,46,0,0
5.86,4,0,3,0,14,0,0
30.84,0,6,0,4,17,0,0
4.68,18,5,2,3,15,0,0
36.74,3,5,2,0,12,0,0
37.64,0,3,0,3,39,0,0
3.81,18,1,2,1,41,0,0
94.62,3,3,2,3,44,0,0
33.57,13,3,1,0,30,0,0
42.51,13,6,2,4,49,0,0
9.41,8,1,1,3,7,0,0
37.43,18,0,3,4,48,0,0
61.95,10,0,0,3,35,0,0
18.2,15,3,2,2,31,0,0
148.7,18,0,1,3,40,0,0
20.99,3,4,1,2,37,1,1
62.85,8,5,0,3,14,0,0
26.92,16,6,1,3,28,0,0
36.07,14,0,2,2,12,1,0
3.78,7,1,1,1,41,1,1
29.11,12,5,1,4,6,0,0
9.63,0,2,3,0,4,1,1
8.62,1,6,2,3,33,0,0
114.9,9,5,0,0,5,0,0
16.22,20,3,1,1,9,1,0
7.36,12,3,1,3,39,0,0
14.03,10,6,2,2,18,0,0
5.47,13,1,2,2,32,0,0
84.26,15,7,1,3,31,0,0
10.02,5,3,2,2,34,0,0
34.1,1,5,0,1,40,0,1
77.95,4,2,2,4,27,0,1
12.18,18,1,0,4,37,0,1
34.19,6,7,0,1,37,0,0
7.17,16,6,2,2,39,0,0
231.78,4,3,0,4,44,0,0
51.23,11,1,2,2,13,0,0
16.57,18,4,2,2,4,0,0
9.27,17,2,1,0,9,0,0
17.92,11,4,1,4,8,0,0
14.3,2,4,3,2,46,0,0
141.59,3,4,3,0,6,0,0
5.9,14,1,2,1,33,0,0
22.98,14,1,0,4,6,0,0
19.72,10,6,2,1,48,0,0
17.86,1,7,1,1,17,0,1
18.02,17,2,3,3,37,0,0
17.88,2,4,2,4,13,0,0
48.09,17,2,0,1,22,0,0
36.93,13,1,0,1,19,0,0
30.54,5,3,2,1,28,0,1
0.97,1,1,3,2,43,0,1
27.11,0,5,3,4,25,0,0
3.84,7,3,2,4,44,0,0
38.33,9,6,0,4,8,0,0
87.75,19,4,3,4,45,0,1
7.95,17,4,3,4,32,0,0
15.46,19,2,3,1,47,0,1
11.03,10,0,1,0,11,0,0
69.09,17,3,2,3,38,0,0
22.09,15,6,3,4,18,0,0
113.11,4,1,3,2,48,0,0
30.38,6,6,2,0,27,0,0
25.6,21,4,1,2,38,0,0
21.5,1,5,0,1,37,0,1
45.51,10,0,0,3,46,0,1
3.53,12,6,2,1,42,0,0
21.87,19,4,3,1,36,0,0
18.73,23,0,3,4,41,0,0
41.49,15,4,0,2,34,0,0
16.65,13,0,0,4,15,0,0
7.11,6,3,2,1,13,0,0
20.23,6,7,1,3,27,0,0
6.8,11,2,2,0,19,0,0
2.93,11,4,2,1,36,1,0
41.56,19,3,2,1,13,0,0
35.84,0,4,1,1,7,0,0
32.04,22,3,2,2,45,0,1
73.92,5,2,2,0,1,0,0
10.33,7,5,2,3,41,0,1
4.8,12,3,3,1,21,0,0
18.73,4,4,1,0,16,1,0
14.19,23,2,3,1,49,0,0
8.65,9,2,3,0,29,0,0
18.54,13,3,0,0,24,0,0
10.9,23,0,2,2,19,0,0
3.2,8,2,3,2,27,0,0
12.92,16,0,2,0,48,0,0
6.45,2,1,2,4,47,0,0
25.32,11,3,2,1,1,0,0
10.42,11,0,3,2,27,0,0
61.05,10,5,0,0,14,0,0
99.87,21,1,1,4,11,0,0
39.62,3,7,0,0,23,1,0
4.26,7,5,2,3,47,0,1
90.49,9,0,0,0,20,0,0
97.1,13,7,0,3,26,0,0
20.47,0,4,0,2,18,0,0
75.41,11,3,1,2,36,0,0
11.57,4,6,0,0,30,0,1
3.11,13,4,1,2,4,0,0
9.39,3,2,3,0,19,0,0
113.22,16,1,0,0,5,0,0
4.52,21,3,2,3,2,0,0
20.08,12,2,3,1,10,0,0
20.78,2,0,1,0,49,0,0
12.03,10,6,1,1,43,1,0
12.89,10,5,0,4,43,0,0
21.59,4,4,1,2,11,0,0
11.45,5,4,0,4,22,1,1
4.84,3,3,2,4,43,0,0
24.9,9,3,2,0,8,1,1
58.75,9,0,3,4,3,0,0
47.92,11,6,1,0,41,0,1
8.94,21,7,2,2,40,0,0
5.75,22,5,1,2,18,0,0
15.12,17,3,2,4,22,0,0
96.33,14,4,3,0,11,0,0
38.31,22,0,0,3,2,0,0
40.61,22,4,0,3,22,0,0
48.9,17,7,1,1,41,0,0
30.59,2,2,2,1,15,0,1
22.66,2,0,3,1,8,0,0
38.95,0,6,3,4,19,0,1
11.63,16,7,0,0,9,0,0
4.88,9,3,2,1,5,0,0
41.39,5,0,3,0,8,0,0
69.25,10,7,2,4,33,0,0
6.57,13,4,1,0,49,0,0
45.69,16,5,3,0,15,0,0
107.85,6,4,1,4,15,0,0
20.04,21,1,0,3,41,0,0
8.86,3,3,0,0,7,0,0
22.71,10,5,2,0,21,0,0
11.58,18,6,1,2,46,0,0
10.84,8,5,0,2,26,0,0
30.98,20,5,0,1,1,0,0
4.04,7,7,3,1,26,0,0
4.74,19,6,3,4,26,0,0
20.48,3,1,3,4,28,0,1
19.64,15,0,3,2,9,0,0
28.32,5,4,2,2,26,0,1
131.0,5,2,1,1,13,0,0
22.3,18,1,2,2,5,0,0
36.53,1,2,3,0,46,0,1
7.57,10,2,1,0,18,0,0
43.29,17,2,0,2,23,0,0
11.87,8,3,3,4,28,0,0
21.57,15,4,1,1,37,0,0
18.01,10,1,1,0,5,0,0
56.43,13,5,3,4,27,0,0
5.42,7,7,2,2,20,0,0
2.05,12,3,3,1,36,0,0
16.23,9,7,1,1,37,0,0
32.09,22,6,2,4,34,0,0
23.39,11,6,2,4,14,1,1
68.87,20,2,2,4,47,0,1
31.11,2,3,2,2,6,0,0
11.43,1,0,1,2,27,0,0
1.96,10,7,1,4,2,0,0
15.84,23,0,3,2,9,0,0
56.15,17,3,1,1,11,0,0
13.57,23,6,3,3,5,0,0
20.66,20,5,0,2,11,0,0
30.61,3,1,1,1,3,0,1
7.28,7,1,3,3,26,0,0
37.46,10,4,2,3,14,0,0
103.25,14,2,2,4,9,0,0
16.9,22,7,1,4,19,0,0
6.49,23,2,0,1,17,0,0
18.79,20,2,2,4,49,0,0
2.17,1,6,3,3,46,0,0
28.13,22,6,3,1,24,0,0
31.57,18,4,2,1,14,0,0
107.3,14,0,2,1,10,0,0
16.54,12,4,2,4,7,0,0
30.22,1,1,0,4,13,0,1
8.49,2,0,0,4,35,0,0
14.06,13,0,1,2,31,0,0
4.37,19,2,3,2,38,0,0
16.53,12,0,1,2,42,0,1
14.8,22,3,1,1,37,0,0
27.09,15,0,3,4,29,0,0
10.77,11,7,3,2,6,1,0
21.83,0,5,3,1,8,0,0
14.39,5,6,1,3,25,0,1
14.42,12,0,0,2,5,0,0
21.77,21,7,3,1,10,0,0
20.92,23,2,2,0,23,0,0
43.0,1,4,0,2,1,0,0
17.8,17,4,0,3,13,0,0
14.16,16,7,0,1,37,0,0
16.76,18,2,0,2,26,0,0
9.83,22,6,3,2,19,0,0
14.01,14,1,1,0,26,0,0
153.11,7,1,2,1,48,0,0
8.06,22,7,2,1,42,0,0
15.2,8,1,1,1,2,0,0
13.63,7,1,1,4,41,0,1
15.69,7,3,0,0,19,0,0
14.42,10,2,3,1,12,0,0
26.56,17,1,2,0,44,0,1
3.63,16,4,0,4,35,0,0
56.67,21,7,0,1,32,0,0
37.81,22,7,3,0,13,0,0
5.8,5,7,2,0,36,0,0
2.08,22,1,1,4,1,0,0
7.56,23,4,0,0,33,0,1
15.76,1,4,2,4,4,0,0
265.15,0,0,2,2,2,0,0
34.58,9,7,0,0,8,0,0
3.3,7,4,2,4,16,0,0
10.08,15,5,3,3,22,0,0
19.04,23,5,2,1,10,0,0
25.89,13,7,3,1,9,0,1
5.39,23,2,0,1,7,0,0
17.55,15,0,2,4,40,0,0
9.8,13,6,3,4,17,0,0
6.66,6,1,3,1,30,0,0
26.04,17,3,2,4,11,0,0
43.55,19,5,0,0,43,0,1
46.57,8,1,1,0,15,0,0
35.67,23,6,1,0,7,0,0
12.21,3,3,2,2,3,0,0
41.04,23,5,2,1,23,0,0
27.36,15,0,1,3,27,0,0
22.96,21,6,0,1,30,0,0
10.9,10,6,3,0,48,0,1
12.22,8,4,1,1,16,0,0
21.63,16,0,0,2,14,0,0
230.41,21,3,1,0,22,1,1
27.15,10,3,0,2,20,0,0
10.9,19,5,1,2,10,0,0
8.74,2,3,0,2,29,0,0
12.28,20,1,0,0,4,0,0
177.2,10,3,0,2,31,0,0
13.47,7,0,3,2,14,0,0
49.74,9,6,0,3,5,0,0
13.79,5,3,1,1,38,0,0
26.08,16,7,0,3,4,0,0
44.33,5,4,0,1,11,0,0
11.34,6,5,2,0,25,0,0
10.58,12,1,0,3,12,0,0
105.52,5,3,0,4,31,0,0
53.76,2,1,2,0,11,0,0
44.29,12,3,3,0,39,0,0
44.14,9,1,0,1,32,0,0
31.8,3,7,2,1,11,0,0
151.07,4,3,0,2,7,0,0
20.99,20,3,3,4,2,0,0
35.78,18,2,1,0,1,0,0
4.71,17,6,0,0,25,0,0
8.8,23,5,1,3,9,0,0
6.04,6,5,2,1,46,0,0
71.81,20,2,0,3,36,0,0
1.56,0,3,2,1,29,0,1
13.43,16,6,1,1,10,0,0
1.01,23,1,0,3,27,0,0
8.75,19,2,1,3,19,0,0
12.29,19,5,2,3,19,0,0
80.23,17,5,3,1,20,0,0
29.86,4,0,3,4,29,0,0
8.73,21,7,3,3,3,0,0
58.32,5,0,2,1,22,0,1
20.45,9,5,3,3,22,0,0
20.85,18,3,0,4,29,0,0
6.03,9,0,3,4,23,0,0
7.46,5,1,1,2,40,0,0
8.8,9,1,0,2,26,0,0
21.04,9,1,1,4,47,0,1
21.71,20,3,1,3,22,0,0
94.08,11,7,1,2,38,0,0
29.52,23,5,1,1,9,0,0
1.34,3,0,0,4,21,0,0
26.12,12,7,2,3,36,0,0
4.71,9,7,0,1,48,0,0
7.64,15,0,3,4,36,0,0
8.92,18,5,3,4,32,0,0
10.35,5,3,2,3,32,0,1
5.08,8,6,3,3,34,0,0
24.62,13,3,0,0,23,0,0
4.9,23,3,3,3,26,0,0
28.69,9,5,3,1,16,0,0
188.1,7,1,1,2,38,0,0
5.32,2,7,0,3,49,0,1
15.11,16,5,1,3,3,0,0
1.61,18,0,2,2,45,0,0
14.87,2,6,0,2,2,0,1
38.2,13,2,1,4,36,0,0
41.29,5,0,0,4,9,0,1
21.7,18,2,3,2,28,0,0
48.87,17,3,2,2,24,0,0
256.22,11,2,3,2,49,0,0
111.31,14,7,3,1,45,1,1
11.91,5,0,0,0,28,1,1
4.71,20,1,2,1,7,0,0
13.38,11,5,0,0,26,1,0
7.79,18,6,3,4,46,0,1
31.54,6,6,2,2,1,0,1
6.16,22,6,2,1,41,0,0
18.67,19,0,3,2,45,0,1
46.43,9,0,0,2,41,0,0
18.16,17,4,3,2,35,0,0
7.8,1,4,3,1,18,1,0
65.03,12,5,3,2,22,0,0
3.07,14,1,0,4,13,0,0
14.47,23,6,2,0,16,0,0
19.27,3,2,1,3,47,0,0
20.41,6,1,3,4,29,0,0
24.06,2,1,2,0,21,0,0
36.98,15,0,1,3,42,0,0
19.39,8,0,2,2,9,0,0
13.9,22,1,0,4,29,0,0
13.36,22,6,1,3,12,0,0
10.9,16,1,1,3,8,0,0
44.15,7,0,1,3,10,0,0
10.52,17,6,3,2,34,0,0
46.84,23,2,1,0,47,0,1
20.47,12,4,0,0,20,0,0
11.93,1,0,0,4,16,0,1
37.28,0,2,1,2,42,0,1
9.7,15,2,2,0,45,1,0
38.02,15,0,3,4,11,0,0
24.85,10,0,2,0,48,0,1
11.06,23,2,3,1,14,0,0
34.08,3,1,3,2,31,0,1
34.69,10,1,0,1,40,0,0
63.91,5,7,3,0,34,0,1
52.78,10,6,1,0,4,0,0
32.83,0,7,3,1,48,0,1
6.5,8,2,0,2,7,1,0
232.43,6,3,0,4,42,0,1
4.94,20,4,3,3,38,1,1
51.9,21,2,3,1,1,0,0
30.92,2,5,3,2,46,0,1
6.21,8,3,2,2,24,0,0
17.74,1,5,1,3,42,0,0
18.56,9,3,3,4,28,0,0
74.11,16,0,1,4,24,0,0
9.84,0,6,0,0,13,0,1
15.46,17,7,1,0,38,0,0
1.94,5,1,3,1,10,0,0
113.84,5,6,0,4,26,0,0
6.89,8,3,3,1,2,0,0
27.85,9,2,1,0,33,0,0
18.15,14,6,1,1,28,0,0
18.21,3,3,2,3,27,0,1
45.14,7,2,1,1,6,0,0
106.83,3,1,0,0,17,0,0
25.83,2,3,3,0,33,0,1
38.67,3,5,1,3,15,0,0
27.91,0,5,3,3,46,0,1
55.56,8,4,2,4,3,0,0
12.64,10,5,3,3,10,0,0
58.87,20,2,3,3,29,0,0
60.98,22,4,1,4,7,0,0
59.3,18,7,1,3,36,0,0
10.38,20,2,3,2,44,0,0
16.97,19,4,2,2,22,0,0
25.52,6,7,0,2,31,1,1
5.1,4,6,0,3,39,0,0
98.98,1,2,0,0,14,0,0
19.84,18,3,0,0,2,0,0
26.68,23,5,3,4,49,0,0
11.28,2,7,3,0,6,0,0
5.33,14,1,3,0,19,0,0
10.98,6,0,3,4,27,0,0
25.01,4,5,2,2,6,0,0
39.39,22,3,3,4,2,0,0
23.61,9,0,3,0,13,1,1
28.41,8,1,3,0,47,0,1
14.34,22,4,1,4,10,1,0
32.99,13,6,0,3,40,0,0
88.48,21,2,1,0,5,0,0
40.64,12,4,2,0,14,0,0
45.13,0,3,2,4,31,0,0
26.95,15,0,0,0,25,0,0
4.47,19,2,0,3,6,0,0
7.07,7,7,3,3,12,0,0
31.65,16,4,0,4,3,0,1
19.87,5,6,2,1,47,0,1
31.18,1,1,3,2,23,0,0
107.39,12,0,2,3,1,0,0
41.51,7,3,1,3,15,0,0
70.73,8,7,3,2,49,0,0
22.08,12,1,3,4,40,0,0
8.96,17,0,1,0,13,0,0
18.96,17,0,2,4,38,0,0
8.98,8,3,0,1,14,0,0
95.42,1,6,3,1,19,0,1
44.27,3,6,0,2,9,0,0
33.8,17,6,1,1,28,0,0
69.13,16,2,2,1,33,0,0
2.66,11,7,2,2,33,0,0
36.17,15,5,2,2,45,0,0
5.42,12,1,0,2,39,0,0
19.94,10,3,0,2,33,0,1
14.71,13,1,0,2,4,0,0
38.93,9,5,0,3,18,0,0
25.23,22,2,3,0,26,0,0
77.1,20,2,0,2,25,0,1
11.0,18,5,1,0,35,0,0
40.82,23,0,3,1,39,0,0
23.62,20,3,2,3,18,0,0
3.91,16,5,0,2,33,0,0
8.02,8,2,0,3,18,0,0
17.29,13,0,3,4,29,0,0
61.09,4,2,2,0,41,0,0
31.94,2,0,2,2,8,0,0
6.25,21,1,1,0,49,0,0
17.46,7,3,3,0,2,0,0
151.08,17,3,1,4,4,0,0
22.45,2,2,3,0,15,0,0
14.48,22,5,3,1,8,0,0
32.84,1,2,3,0,30,0,1
43.09,10,1,2,4,47,0,0
12.73,4,4,1,4,39,0,0
33.2,6,5,1,2,24,0,0
14.46,13,2,0,1,41,0,0
41.24,18,0,1,0,12,0,0
23.8,1,7,0,4,36,0,1
32.52,8,0,0,4,14,0,0
9.4,9,4,2,0,43,0,1
8.83,18,3,0,0,32,0,0
51.7,16,1,3,2,14,0,0
18.55,6,7,3,2,28,0,0
26.71,17,2,2,1,43,0,1
14.78,5,2,3,2,20,0,0
49.34,8,4,3,2,13,0,0
10.94,7,0,1,3,46,0,1
17.54,21,4,2,0,45,0,1
44.08,21,4,3,2,17,0,0
64.91,23,7,2,3,30,0,0
11.9,8,0,2,3,48,0,1
142.55,23,0,3,2,40,0,0
27.47,0,0,3,4,17,0,1
7.08,1,6,0,2,32,0,0
29.05,21,7,2,2,44,0,1
13.69,23,7,2,0,19,0,0
31.0,3,5,3,4,9,0,1
19.24,19,4,0,1,43,0,0
21.63,17,6,1,2,26,0,0
8.07,9,4,3,2,1,0,0
54.06,0,3,0,0,49,0,0
6.32,9,5,2,1,19,0,0
6.63,8,1,2,3,45,0,0
29.0,22,5,3,4,12,0,0
99.77,12,7,0,1,44,0,0
14.12,14,0,3,2,28,0,0
40.49,17,2,2,3,45,0,1
58.75,12,2,0,0,38,0,0
45.36,4,2,0,2,31,0,0
14.71,1,4,2,0,13,0,1
6.75,6,5,2,4,43,0,0
2.21,8,2,1,0,11,0,0
15.44,18,2,1,1,12,0,0
65.24,13,0,2,1,23,0,0
6.53,16,6,0,4,47,0,0
40.46,19,2,2,4,29,0,0
7.77,19,6,3,4,9,0,0
22.33,10,3,2,1,14,0,0
40.76,21,5,0,2,32,1,1
10.39,4,6,1,1,3,0,0
23.82,11,7,2,0,7,0,0
13.26,20,4,1,4,6,0,0
40.66,8,0,3,3,35,0,0
25.41,16,5,0,1,27,0,0
21.25,7,7,1,3,28,0,0
95.43,23,7,3,2,23,0,0
38.95,7,5,0,1,10,0,0
10.07,11,1,0,2,17,0,0
18.43,18,6,1,2,15,0,0
18.62,9,2,1,1,14,0,0
21.77,23,7,1,1,11,0,0
250.76,1,4,0,2,29,0,1
29.1,23,0,0,4,18,0,0
2.62,7,0,0,1,26,0,0
11.67,13,1,1,2,47,0,0
2.91,18,6,1,0,25,0,0
14.44,3,0,3,3,40,0,0
2.75,8,6,2,0,43,0,0
8.4,12,3,3,1,1,0,0
4.39,8,2,2,1,3,0,0
29.49,12,3,3,1,19,0,0
20.1,15,4,1,1,11,0,0
27.19,21,5,0,0,28,0,0
18.09,0,2,2,4,18,0,0
4.98,7,4,0,2,46,0,1
33.57,8,3,2,2,14,0,0
137.31,23,3,0,2,13,0,0
30.24,12,7,3,3,19,0,0
13.12,16,7,0,1,44,0,0
4.82,21,2,2,0,32,0,0
8.1,8,6,1,0,43,0,1
31.6,6,5,2,0,33,0,0
58.74,22,1,0,4,6,0,0
26.07,19,0,3,1,30,0,0
44.7,22,1,2,2,10,0,0
40.76,9,4,3,2,30,0,0
33.33,20,1,1,1,9,0,0
10.4,4,5,3,2,6,0,1
23.9,16,2,3,2,45,0,0
8.6,1,2,2,1,6,0,0
20.44,8,7,3,0,20,0,0
27.96,1,2,3,3,17,1,1
107.64,9,1,3,1,2,0,0
5.42,11,6,0,2,2,0,0
32.51,1,3,3,2,10,0,0
88.34,14,4,3,3,1,0,0
42.9,2,7,3,3,34,0,0
46.2,1,1,2,3,47,0,0
36.15,6,5,2,1,36,1,0
73.58,8,2,3,0,40,0,0
6.77,10,7,3,3,20,0,0
5.02,21,3,0,4,32,0,0
19.96,15,2,3,0,17,0,0
2.31,6,2,1,3,39,0,0
68.76,12,2,3,2,22,0,0
68.08,2,0,2,1,5,1,1
13.02,10,7,2,2,1,0,0
13.86,2,6,3,2,31,0,0
18.68,14,7,2,1,18,0,0
21.16,7,3,0,0,5,0,0
22.81,6,4,2,2,25,0,0
35.1,4,4,1,0,7,0,1
16.9,5,7,3,1,14,0,0
51.58,18,4,2,3,7,0,0
31.37,2,7,2,2,30,0,1
10.95,10,7,3,2,17,0,0
76.33,5,1,2,1,13,0,1
5.16,23,4,1,1,24,0,0
18.32,20,6,3,3,36,0,0
52.82,13,0,2,1,12,0,0
9.75,16,5,0,4,18,1,0
27.37,2,7,0,4,23,0,0
34.58,23,0,3,1,22,0,0
8.49,3,5,2,3,25,0,1
18.68,8,0,0,4,44,0,1
17.18,12,1,1,2,25,0,0
11.57,5,3,2,3,36,0,1
200.67,9,1,1,1,21,0,0
9.36,19,6,0,4,48,0,1
54.87,19,3,3,3,46,1,0
13.56,20,7,1,2,29,0,1
6.78,12,7,0,1,8,0,0
22.26,22,4,3,0,49,0,1
38.44,13,5,2,4,5,0,0
50.43,11,3,0,2,2,0,0
95.8,22,3,0,3,23,0,0
381.93,12,3,2,4,2,0,0
25.8,9,1,2,4,22,0,0
10.35,6,2,2,1,21,0,0
31.59,4,6,3,2,44,0,0
15.39,11,3,3,4,49,0,0
50.7,1,3,2,4,17,0,0
5.49,7,1,3,2,40,0,0
214.51,7,6,0,3,31,0,0
47.28,18,6,3,1,25,0,0
3.73,4,7,0,4,7,0,1
9.88,7,5,0,2,25,0,0
45.43,9,6,3,0,18,0,0
65.13,12,6,2,3,32,0,0
5.63,8,7,1,1,8,0,0
40.98,6,3,1,0,47,0,1
2.87,19,7,3,3,14,0,0
18.37,19,2,0,4,48,0,1
61.07,18,3,1,1,6,0,0
11.57,10,4,0,3,23,0,0
4.45,7,4,0,3,15,0,0
23.25,21,0,0,3,22,0,0
10.97,15,1,0,3,36,0,0
37.7,9,6,1,0,3,0,0
8.29,5,2,3,1,45,0,0
9.28,9,3,3,4,44,0,1
2.66,9,0,0,1,9,0,0
23.81,18,5,0,0,5,0,0
17.1,3,1,3,1,12,0,1
6.12,18,0,2,0,29,0,1
24.38,2,4,0,0,1,0,1
56.1,16,4,1,0,33,0,0
16.19,13,7,1,0,21,0,0
26.26,9,1,0,3,21,0,0
26.4,5,0,0,1,27,0,0
6.02,15,4,3,2,2,0,0
157.05,8,1,2,0,8,0,0
12.54,20,3,3,0,12,0,0
38.71,11,2,2,1,22,0,0
43.35,11,2,1,3,49,0,0
17.47,13,6,3,4,9,0,0
36.85,1,2,3,0,44,0,1
25.68,9,7,0,3,38,0,0
4.87,3,5,0,3,29,0,1
14.41,5,0,1,2,3,0,1
10.89,22,4,2,0,22,0,0
12.66,12,1,2,3,4,0,0
5.45,22,7,1,2,29,0,0
61.96,13,4,2,3,41,0,0
99.68,3,3,0,2,13,0,0
53.41,9,1,1,2,24,0,0
71.56,9,1,0,2,2,0,0
14.23,4,5,1,3,3,0,0
10.63,3,0,1,4,15,0,0
9.22,11,7,2,1,24,0,0
38.25,21,7,3,2,26,1,1
25.21,13,7,1,0,8,0,0
18.59,6,1,2,1,40,0,0
73.34,1,1,1,4,47,0,0
30.11,13,5,2,1,5,1,1
8.68,9,5,1,1,8,0,0
10.17,15,2,2,4,46,0,1
39.73,2,0,1,0,39,0,1
56.92,7,7,1,2,46,0,0
34.87,22,7,1,3,32,0,0
133.87,16,1,2,0,31,0,0
103.03,3,0,3,0,8,0,1
31.22,20,6,1,2,17,0,0
